Encoder,Video Number,Resolution,Distortion Level,MOS,path
AV1,12,2160p,2,65.47,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AV1/12/3840x2160_2.mp4
AV1,12,2160p,3,84.65,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AV1/12/3840x2160_3.mp4
AV1,12,2160p,4,91.87,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AV1/12/3840x2160_4.mp4
HEVC,13,2160p,1,12.96,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/HEVC/13/3840x2160_1.mp4
HEVC,13,2160p,2,50.88,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/HEVC/13/3840x2160_2.mp4
HEVC,13,2160p,3,78.41,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/HEVC/13/3840x2160_3.mp4
HEVC,13,2160p,4,81.82,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/HEVC/13/3840x2160_4.mp4
H264,13,2160p,1,8.68,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/H264/13/3840x2160_1.mp4
H264,13,2160p,2,56.43,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/H264/13/3840x2160_2.mp4
H264,13,2160p,3,82.03,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/H264/13/3840x2160_3.mp4
H264,13,2160p,4,86.34,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/H264/13/3840x2160_4.mp4
VP9,13,2160p,1,65.27,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/VP9/13/3840x2160_1.mp4
VP9,13,2160p,2,80.07,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/VP9/13/3840x2160_2.mp4
VP9,13,2160p,3,87.83,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/VP9/13/3840x2160_3.mp4
VP9,13,2160p,4,88.88,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/VP9/13/3840x2160_4.mp4
AVS2,13,2160p,1,53.51,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AVS2/13/3840x2160_1.mp4
AVS2,13,2160p,2,56.24,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AVS2/13/3840x2160_2.mp4
AVS2,13,2160p,3,75.43,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AVS2/13/3840x2160_3.mp4
AVS2,13,2160p,4,77.15,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AVS2/13/3840x2160_4.mp4
AV1,13,2160p,1,76.05,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AV1/13/3840x2160_1.mp4
AV1,13,2160p,2,85.59,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AV1/13/3840x2160_2.mp4
AV1,13,2160p,3,87.77,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AV1/13/3840x2160_3.mp4
AV1,13,2160p,4,86.87,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AV1/13/3840x2160_4.mp4
HEVC,14,2160p,1,32.86,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/HEVC/14/3840x2160_1.mp4
HEVC,14,2160p,2,57.63,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/HEVC/14/3840x2160_2.mp4
HEVC,14,2160p,3,75.04,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/HEVC/14/3840x2160_3.mp4
HEVC,14,2160p,4,85.57,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/HEVC/14/3840x2160_4.mp4
H264,14,2160p,1,18.06,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/H264/14/3840x2160_1.mp4
H264,14,2160p,2,46.15,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/H264/14/3840x2160_2.mp4
H264,14,2160p,3,64.29,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/H264/14/3840x2160_3.mp4
H264,14,2160p,4,83.45,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/H264/14/3840x2160_4.mp4
VP9,14,2160p,1,74.44,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/VP9/14/3840x2160_1.mp4
VP9,14,2160p,2,81.57,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/VP9/14/3840x2160_2.mp4
VP9,14,2160p,3,91.2,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/VP9/14/3840x2160_3.mp4
VP9,14,2160p,4,93.02,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/VP9/14/3840x2160_4.mp4
AVS2,14,2160p,1,66.42,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AVS2/14/3840x2160_1.mp4
AVS2,14,2160p,2,69.63,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AVS2/14/3840x2160_2.mp4
AVS2,14,2160p,3,74.83,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AVS2/14/3840x2160_3.mp4
AVS2,14,2160p,4,86.91,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AVS2/14/3840x2160_4.mp4
AV1,14,2160p,1,85.86,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AV1/14/3840x2160_1.mp4
AV1,14,2160p,2,88.15,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AV1/14/3840x2160_2.mp4
AV1,14,2160p,3,93.34,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AV1/14/3840x2160_3.mp4
AV1,14,2160p,4,92.16,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AV1/14/3840x2160_4.mp4
HEVC,15,2160p,1,17.84,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/HEVC/15/3840x2160_1.mp4
HEVC,15,2160p,2,43.85,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/HEVC/15/3840x2160_2.mp4
HEVC,15,2160p,3,53.73,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/HEVC/15/3840x2160_3.mp4
HEVC,15,2160p,4,74.31,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/HEVC/15/3840x2160_4.mp4
H264,15,2160p,1,9.45,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/H264/15/3840x2160_1.mp4
H264,15,2160p,2,21.12,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/H264/15/3840x2160_2.mp4
H264,15,2160p,3,30.56,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/H264/15/3840x2160_3.mp4
H264,15,2160p,4,65.77,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/H264/15/3840x2160_4.mp4
VP9,15,2160p,1,36.25,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/VP9/15/3840x2160_1.mp4
VP9,15,2160p,2,51.1,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/VP9/15/3840x2160_2.mp4
VP9,15,2160p,3,68.4,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/VP9/15/3840x2160_3.mp4
VP9,15,2160p,4,81.89,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/VP9/15/3840x2160_4.mp4
AVS2,15,2160p,1,28.75,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AVS2/15/3840x2160_1.mp4
AVS2,15,2160p,2,37.17,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AVS2/15/3840x2160_2.mp4
AVS2,15,2160p,3,59.57,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AVS2/15/3840x2160_3.mp4
AVS2,15,2160p,4,81.47,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AVS2/15/3840x2160_4.mp4
AV1,15,2160p,1,56.13,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AV1/15/3840x2160_1.mp4
AV1,15,2160p,2,60.64,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AV1/15/3840x2160_2.mp4
AV1,15,2160p,3,82.76,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AV1/15/3840x2160_3.mp4
AV1,15,2160p,4,89.19,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AV1/15/3840x2160_4.mp4
HEVC,16,2160p,1,29.46,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/HEVC/16/3840x2160_1.mp4
HEVC,16,2160p,2,37.37,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/HEVC/16/3840x2160_2.mp4
HEVC,16,2160p,3,67.04,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/HEVC/16/3840x2160_3.mp4
HEVC,16,2160p,4,78.01,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/HEVC/16/3840x2160_4.mp4
H264,16,2160p,1,12.4,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/H264/16/3840x2160_1.mp4
H264,16,2160p,2,33.02,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/H264/16/3840x2160_2.mp4
H264,16,2160p,3,53.49,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/H264/16/3840x2160_3.mp4
H264,16,2160p,4,80.97,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/H264/16/3840x2160_4.mp4
VP9,16,2160p,1,45.29,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/VP9/16/3840x2160_1.mp4
VP9,16,2160p,2,62.71,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/VP9/16/3840x2160_2.mp4
VP9,16,2160p,3,81.29,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/VP9/16/3840x2160_3.mp4
VP9,16,2160p,4,87.07,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/VP9/16/3840x2160_4.mp4
AVS2,16,2160p,1,43.46,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AVS2/16/3840x2160_1.mp4
AVS2,16,2160p,2,52.39,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AVS2/16/3840x2160_2.mp4
AVS2,16,2160p,3,68.64,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AVS2/16/3840x2160_3.mp4
AVS2,16,2160p,4,82.98,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AVS2/16/3840x2160_4.mp4
AV1,16,2160p,1,69.11,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AV1/16/3840x2160_1.mp4
AV1,16,2160p,2,84.54,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AV1/16/3840x2160_2.mp4
AV1,16,2160p,3,87.2,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AV1/16/3840x2160_3.mp4
AV1,16,2160p,4,90.91,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AV1/16/3840x2160_4.mp4
HEVC,17,2160p,1,25.94,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/HEVC/17/3840x2160_1.mp4
HEVC,17,2160p,2,46.34,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/HEVC/17/3840x2160_2.mp4
HEVC,17,2160p,3,68.96,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/HEVC/17/3840x2160_3.mp4
HEVC,17,2160p,4,83.11,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/HEVC/17/3840x2160_4.mp4
H264,17,2160p,1,21.36,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/H264/17/3840x2160_1.mp4
H264,17,2160p,2,42.91,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/H264/17/3840x2160_2.mp4
H264,17,2160p,3,72.29,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/H264/17/3840x2160_3.mp4
H264,17,2160p,4,81.49,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/H264/17/3840x2160_4.mp4
VP9,17,2160p,1,37.87,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/VP9/17/3840x2160_1.mp4
VP9,17,2160p,2,56.54,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/VP9/17/3840x2160_2.mp4
VP9,17,2160p,3,69.48,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/VP9/17/3840x2160_3.mp4
VP9,17,2160p,4,87.02,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/VP9/17/3840x2160_4.mp4
AVS2,17,2160p,1,36.5,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AVS2/17/3840x2160_1.mp4
AVS2,17,2160p,2,53.64,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AVS2/17/3840x2160_2.mp4
AVS2,17,2160p,3,56.63,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AVS2/17/3840x2160_3.mp4
AVS2,17,2160p,4,59.88,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AVS2/17/3840x2160_4.mp4
AV1,17,2160p,1,45.0,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AV1/17/3840x2160_1.mp4
AV1,17,2160p,2,79.32,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AV1/17/3840x2160_2.mp4
AV1,17,2160p,3,85.22,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AV1/17/3840x2160_3.mp4
AV1,17,2160p,4,89.59,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AV1/17/3840x2160_4.mp4
HEVC,18,2160p,1,20.41,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/HEVC/18/3840x2160_1.mp4
HEVC,18,2160p,2,56.29,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/HEVC/18/3840x2160_2.mp4
HEVC,18,2160p,3,73.13,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/HEVC/18/3840x2160_3.mp4
HEVC,18,2160p,4,85.57,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/HEVC/18/3840x2160_4.mp4
H264,18,2160p,1,36.05,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/H264/18/3840x2160_1.mp4
H264,18,2160p,2,55.97,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/H264/18/3840x2160_2.mp4
H264,18,2160p,3,69.54,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/H264/18/3840x2160_3.mp4
H264,18,2160p,4,80.75,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/H264/18/3840x2160_4.mp4
VP9,18,2160p,1,55.03,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/VP9/18/3840x2160_1.mp4
VP9,18,2160p,2,72.96,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/VP9/18/3840x2160_2.mp4
VP9,18,2160p,3,79.74,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/VP9/18/3840x2160_3.mp4
VP9,18,2160p,4,88.19,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/VP9/18/3840x2160_4.mp4
AVS2,18,2160p,1,42.08,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AVS2/18/3840x2160_1.mp4
AVS2,18,2160p,2,50.64,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AVS2/18/3840x2160_2.mp4
AVS2,18,2160p,3,63.32,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AVS2/18/3840x2160_3.mp4
AVS2,18,2160p,4,73.16,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AVS2/18/3840x2160_4.mp4
AV1,18,2160p,1,65.82,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AV1/18/3840x2160_1.mp4
AV1,18,2160p,2,78.81,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AV1/18/3840x2160_2.mp4
AV1,18,2160p,3,85.36,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AV1/18/3840x2160_3.mp4
AV1,18,2160p,4,88.55,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AV1/18/3840x2160_4.mp4
HEVC,19,2160p,1,28.93,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/HEVC/19/3840x2160_1.mp4
HEVC,19,2160p,2,55.38,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/HEVC/19/3840x2160_2.mp4
HEVC,19,2160p,3,76.3,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/HEVC/19/3840x2160_3.mp4
HEVC,19,2160p,4,81.35,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/HEVC/19/3840x2160_4.mp4
H264,19,2160p,1,25.22,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/H264/19/3840x2160_1.mp4
H264,19,2160p,2,67.34,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/H264/19/3840x2160_2.mp4
H264,19,2160p,3,78.25,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/H264/19/3840x2160_3.mp4
H264,19,2160p,4,84.35,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/H264/19/3840x2160_4.mp4
VP9,19,2160p,1,63.81,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/VP9/19/3840x2160_1.mp4
VP9,19,2160p,2,77.46,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/VP9/19/3840x2160_2.mp4
VP9,19,2160p,3,87.62,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/VP9/19/3840x2160_3.mp4
VP9,19,2160p,4,85.49,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/VP9/19/3840x2160_4.mp4
AVS2,19,2160p,1,53.36,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AVS2/19/3840x2160_1.mp4
AVS2,19,2160p,2,61.05,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AVS2/19/3840x2160_2.mp4
AVS2,19,2160p,3,70.77,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AVS2/19/3840x2160_3.mp4
AVS2,19,2160p,4,82.07,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AVS2/19/3840x2160_4.mp4
AV1,19,2160p,1,68.47,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AV1/19/3840x2160_1.mp4
AV1,19,2160p,2,82.02,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AV1/19/3840x2160_2.mp4
AV1,19,2160p,3,86.54,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AV1/19/3840x2160_3.mp4
AV1,19,2160p,4,87.19,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AV1/19/3840x2160_4.mp4
HEVC,20,2160p,1,38.8,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/HEVC/20/3840x2160_1.mp4
HEVC,20,2160p,2,64.5,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/HEVC/20/3840x2160_2.mp4
HEVC,20,2160p,3,79.76,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/HEVC/20/3840x2160_3.mp4
HEVC,20,2160p,4,90.41,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/HEVC/20/3840x2160_4.mp4
H264,20,2160p,1,20.86,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/H264/20/3840x2160_1.mp4
H264,20,2160p,2,48.05,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/H264/20/3840x2160_2.mp4
H264,20,2160p,3,68.53,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/H264/20/3840x2160_3.mp4
H264,20,2160p,4,82.34,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/H264/20/3840x2160_4.mp4
VP9,20,2160p,1,62.69,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/VP9/20/3840x2160_1.mp4
VP9,20,2160p,2,72.32,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/VP9/20/3840x2160_2.mp4
VP9,20,2160p,3,85.74,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/VP9/20/3840x2160_3.mp4
VP9,20,2160p,4,89.15,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/VP9/20/3840x2160_4.mp4
AVS2,20,2160p,1,68.93,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AVS2/20/3840x2160_1.mp4
AVS2,20,2160p,2,65.93,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AVS2/20/3840x2160_2.mp4
AVS2,20,2160p,3,78.42,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AVS2/20/3840x2160_3.mp4
AVS2,20,2160p,4,83.81,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AVS2/20/3840x2160_4.mp4
AV1,20,2160p,1,74.07,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AV1/20/3840x2160_1.mp4
AV1,20,2160p,2,93.2,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AV1/20/3840x2160_2.mp4
AV1,20,2160p,3,93.53,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AV1/20/3840x2160_3.mp4
AV1,20,2160p,4,92.4,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AV1/20/3840x2160_4.mp4
